athlete_id,name,born_date,born_city,born_region,born_country,noc,height_cm,weight_kg,died_date
1,jeanfranois blanchy,1886-12-12 00:00:00,bordeaux,gironde,fra,france,176.0,70.0,19601002
2,arnaud boetsch,1969-04-01 00:00:00,meulan,yvelines,fra,france,183.0,76.0,unknown
3,jean borotra,1898-08-13 00:00:00,biarritz,pyrnesatlantiques,fra,france,183.0,76.0,19940717
4,jacques brugnon,1895-05-11 00:00:00,paris viiie,paris,fra,france,168.0,64.0,19780320
5,albert canet,1878-04-17 00:00:00,wandsworth,england,gbr,france,176.0,70.0,19300725
6,nicolas chatelain,1970-01-13 00:00:00,amiens,somme,fra,france,181.0,70.0,unknown
7,patrick chila,1969-11-27 00:00:00,risorangis,essonne,fra,france,180.0,73.0,unknown
8,henri cochet,1901-12-14 00:00:00,villeurbanne,rhne,fra,france,176.0,70.0,19870402
9,marcel cousin,1896-08-04 00:00:00,nmes,gard,fra,france,176.0,70.0,19860801
10,guy de la chapelle,1868-07-16 00:00:00,fargesallichamps,cher,fra,france,176.0,70.0,19230827
11,lie comte de lastours,1874-08-12 00:00:00,orgeval,yvelines,fra,france,176.0,70.0,19321118
12,max decugis,1882-09-24 00:00:00,paris xvie,paris,fra,france,176.0,70.0,19780906
13,j defert,unknown,unknown,unknown,unknown,france,176.0,70.0,unknown
14,tienne durand,unknown,unknown,unknown,unknown,france,176.0,70.0,unknown
15,damien loi,1969-07-04 00:00:00,vire,calvados,fra,france,165.0,58.0,unknown
16,adrien fauchiermagnan,1873-11-19 00:00:00,paris viiie,paris,fra,france,176.0,70.0,19650806
17,guy forget,1965-01-04 00:00:00,casablanca,casablancasettat,mar,france,189.0,79.0,unknown
18,jeanphilippe gatien,1968-10-16 00:00:00,als,gard,fra,france,178.0,73.0,unknown
19,maurice germot,1882-11-15 00:00:00,vichy,allier,fra,france,176.0,70.0,19580806
20,andr gobert,1890-09-30 00:00:00,paris xviie,paris,fra,france,176.0,70.0,19511206
21,pierre hirsch,1900-11-08 00:00:00,paris ie,paris,fra,france,176.0,70.0,19420419
22,ren lacoste,1904-07-02 00:00:00,paris xe,paris,fra,france,176.0,70.0,19961012
23,daniel lawton,1881-11-27 00:00:00,cantenac,gironde,fra,france,176.0,70.0,19790327
24,paul lebreton,1875-10-19 00:00:00,paris iie,paris,fra,france,176.0,70.0,19600331
25,paul lecaron,1863-07-29 00:00:00,neuillysurseine,hautsdeseine,fra,france,176.0,70.0,19400917
26,henri leconte,1963-07-04 00:00:00,lillers,pasdecalais,fra,france,184.0,78.0,unknown
27,christophe legot,1973-08-06 00:00:00,montbliard,doubs,fra,france,177.0,75.0,unknown
28,guy baron lejeune,unknown,unknown,unknown,unknown,france,176.0,70.0,unknown
29,albert lippmann,unknown,unknown,unknown,unknown,france,176.0,70.0,unknown
30,douard mny de marangue,1882-11-30 00:00:00,paris vie,paris,fra,france,176.0,70.0,19600123
31,andr prvost,1875-02-28 00:00:00,paris viiie,paris,fra,france,176.0,70.0,19511122
32,guillaume raoux,1970-02-14 00:00:00,bagnolssurcze,gard,fra,france,180.0,77.0,unknown
33,stphane renault,1968-03-01 00:00:00,barfleur,manche,fra,france,180.0,72.0,unknown
34,jeanpierre samazeuilh,1891-01-17 00:00:00,bordeaux,gironde,fra,france,176.0,70.0,19650413
35,fabrice santoro,1972-12-09 00:00:00,tahiti,les du vent,fpn,france,177.0,68.0,unknown
36,tienne thobois,1967-09-20 00:00:00,amiens,somme,fra,france,186.0,78.0,unknown
37,pierre verddelisle,1877-05-16 00:00:00,trielaville,oise,fra,france,176.0,70.0,19600718
38,helen aitchison,1881-12-06 00:00:00,sunderland,england,gbr,great britain,176.0,70.0,19470526
39,geraldine beamish,1883-06-23 00:00:00,forest gate,england,gbr,great britain,176.0,70.0,19720510
40,dora boothby,1881-08-02 00:00:00,finchley,england,gbr,great britain,176.0,70.0,19700222
41,julie bradbury,1967-02-12 00:00:00,oxford,england,gbr,great britain,175.0,64.0,unknown
42,gillian clark,1961-09-02 00:00:00,baghdad,baghdad,irq,great britain,176.0,68.0,unknown
43,mildred coles,1876-04-09 00:00:00,cranbrook,england,gbr,great britain,176.0,70.0,19370224
44,evelyn colyer,1902-08-16 00:00:00,wandsworth,england,gbr,great britain,176.0,70.0,19301104
45,charlotte cooper,1870-09-22 00:00:00,ealing,england,gbr,great britain,176.0,70.0,19661010
46,phyllis covell,1895-05-22 00:00:00,paddington,england,gbr,great britain,176.0,70.0,19821028
47,gladys eastlakesmith,1883-08-14 00:00:00,lewisham,england,gbr,great britain,176.0,70.0,19410918
48,sara gomer,1964-05-13 00:00:00,torquay,england,gbr,great britain,190.0,85.0,unknown
49,alison gordon,1962-12-31 00:00:00,reading,england,gbr,great britain,175.0,68.0,unknown
50,gillian gowers,1964-04-09 00:00:00,unknown,unknown,unknown,great britain,157.0,55.0,unknown
51,alice greene,1879-10-15 00:00:00,upton,england,gbr,great britain,176.0,70.0,19561026
52,edith hannam,1878-11-28 00:00:00,bristol,england,gbr,great britain,176.0,70.0,19510116
53,dorothy holman,1883-07-18 00:00:00,kilburn,england,gbr,great britain,176.0,70.0,19680615
54,andrea holt,1970-11-11 00:00:00,radcliffe,england,gbr,great britain,168.0,64.0,unknown
55,monique javer,1967-07-22 00:00:00,burlingame,california,usa,great britain,177.0,64.0,unknown
56,valda lake,1968-10-11 00:00:00,torquay,england,gbr,great britain,173.0,61.0,unknown
57,dorothy lambert chambers,1878-09-03 00:00:00,ealing,england,gbr,great britain,176.0,70.0,19600107
58,lisa lomas,1967-03-09 00:00:00,dunstable,england,gbr,great britain,168.0,63.0,unknown
59,kitty mckane,1896-05-07 00:00:00,bayswater,england,gbr,great britain,176.0,70.0,19920619
60,winifred mcnair,1877-08-09 00:00:00,donnington,england,gbr,great britain,176.0,70.0,19540328
61,kelly morgan,1975-05-22 00:00:00,pontypridd,wales,gbr,great britain,178.0,65.0,unknown
62,agatha morton,1872-03-06 00:00:00,halstead,england,gbr,great britain,176.0,70.0,19520405
63,jo muggeridge,1969-04-03 00:00:00,london,england,gbr,great britain,157.0,59.0,unknown
64,mabel parton,1881-07-22 00:00:00,london,england,gbr,great britain,176.0,70.0,19620812
65,violet pinckney,1871-03-11 00:00:00,alderbury,england,gbr,great britain,176.0,70.0,19550313
66,sara sankey,1967-09-29 00:00:00,southport,england,gbr,great britain,170.0,68.0,unknown
67,phyllis satterthwaite,1886-01-26 00:00:00,kensington,england,gbr,great britain,176.0,70.0,19620120
68,dorothy shepherdbarron,1897-11-24 00:00:00,beighton,england,gbr,great britain,176.0,70.0,19530220
69,sam smith,1971-11-27 00:00:00,epping,england,gbr,great britain,175.0,62.0,unknown
70,helen troke,1964-11-07 00:00:00,southampton,england,gbr,great britain,172.0,63.0,unknown
71,ruth winch,1870-08-25 00:00:00,ryde,england,gbr,great britain,176.0,70.0,19520109
72,clare wood,1968-03-08 00:00:00,zululand,kwazulunatal,rsa,great britain,175.0,65.0,unknown
73,joanne wrightgoode,1972-11-17 00:00:00,harlow,england,gbr,great britain,171.0,68.0,unknown
74,sky andrew,1962-03-31 00:00:00,newham,england,gbr,great britain,185.0,78.0,unknown
75,simon archer,1973-06-27 00:00:00,leamington spa,england,gbr,great britain,189.0,86.0,unknown
76,roper barrett,1873-11-24 00:00:00,upton,england,gbr,great britain,176.0,70.0,19430727
77,jeremy bates,1962-06-19 00:00:00,solihull,england,gbr,great britain,180.0,72.0,unknown
78,alfred beamish,1879-08-06 00:00:00,richmond,england,gbr,great britain,176.0,70.0,19440228
79,john pius boland,1870-09-16 00:00:00,dublin,dublin,irl,great britain,176.0,70.0,19580317
80,neil broad,1966-11-20 00:00:00,cape town,western cape,rsa,great britain,191.0,87.0,unknown
81,george caridia,1869-02-20 00:00:00,kolkata calcutta,west bengal,ind,great britain,176.0,70.0,19370421
82,andrew castle,1963-11-15 00:00:00,epsom,england,gbr,great britain,190.0,74.0,unknown
83,clement cazalet,1869-07-16 00:00:00,unknown,unknown,unknown,great britain,176.0,70.0,19500323
84,xinhua chen,1960-01-30 00:00:00,fuan,fujian,chn,great britain,175.0,71.0,unknown
85,alan cooke,1966-03-23 00:00:00,clay cross,england,gbr,great britain,170.0,64.0,unknown
86,walter crawley,1880-03-29 00:00:00,masham,england,gbr,great britain,176.0,70.0,19401011
87,charles dixon,1873-02-07 00:00:00,grantham,england,gbr,great britain,176.0,70.0,19390429
88,laurie doherty,1875-10-08 00:00:00,wimbledon,england,gbr,great britain,178.0,70.0,19190821
89,reggie doherty,1872-10-14 00:00:00,wimbledon,england,gbr,great britain,176.0,70.0,19101229
90,desmond douglas,1955-07-20 00:00:00,kingston,kingston,jam,great britain,175.0,66.0,unknown
91,wilberforce eaves,1867-12-10 00:00:00,melbourne,victoria,aus,great britain,176.0,70.0,19200210
92,lionel escombe,1876-01-01 00:00:00,natal,kwazulunatal,rsa,great britain,176.0,70.0,19141015
93,anne gibson,1968-10-26 00:00:00,dumfries,scotland,gbr,great britain,173.0,70.0,unknown
94,brian gilbert,1887-07-17 00:00:00,barnes,england,gbr,great britain,176.0,70.0,19740728
95,leslie godfree,1885-04-27 00:00:00,brighton,england,gbr,great britain,176.0,70.0,19711117
96,andy goode,1960-01-30 00:00:00,welwyn garden city,england,gbr,great britain,183.0,83.0,unknown
97,arthur wentworth gore,1868-01-02 00:00:00,lyndhurst,england,gbr,great britain,176.0,70.0,19281201
98,darren hall,1965-10-25 00:00:00,walthamstow,england,gbr,great britain,183.0,73.0,unknown
99,tim henman,1974-09-06 00:00:00,oxford,england,gbr,great britain,185.0,77.0,unknown
100,george hillyard,1864-02-06 00:00:00,hanwell,england,gbr,great britain,176.0,70.0,19430324
101,chris hunt,1968-12-01 00:00:00,bolton,england,gbr,great britain,182.0,88.0,unknown
102,algernon kingscote,1888-02-03 00:00:00,bengaluru bangalore,karnataka,ind,great britain,176.0,70.0,19641221
103,peter knowles,1969-12-28 00:00:00,stockport,england,gbr,great britain,177.0,77.0,unknown
104,arthur lowe,1886-01-29 00:00:00,unknown,unknown,unknown,great britain,176.0,70.0,19581022
105,gordon lowe,1884-06-21 00:00:00,unknown,unknown,unknown,great britain,176.0,70.0,19720517
106,harold mahony,1867-02-13 00:00:00,edinburgh,scotland,gbr,great britain,191.0,70.0,19050627
107,theodore mavrogordato,1883-07-31 00:00:00,city of london,england,gbr,great britain,176.0,70.0,19410824
108,anders nielsen,1967-02-24 00:00:00,cape town,western cape,rsa,great britain,173.0,70.0,20100729
109,arthur norris,unknown,unknown,unknown,unknown,great britain,176.0,70.0,unknown
110,james parke,1881-07-26 00:00:00,clones,monaghan,irl,great britain,176.0,70.0,19460227
111,nick ponting,1966-09-13 00:00:00,london,england,gbr,great britain,173.0,76.0,unknown
112,carl prean,1967-08-20 00:00:00,newport,england,gbr,great britain,185.0,79.0,unknown
113,josiah ritchie,1870-10-18 00:00:00,westminster,england,gbr,great britain,176.0,70.0,19550228
114,julian robertson,1969-10-09 00:00:00,peterborough,england,gbr,great britain,182.0,73.0,unknown
115,greg rusedski,1973-09-06 00:00:00,montral,qubec,can,great britain,190.0,88.0,unknown
116,george simond,1867-01-23 00:00:00,marylebone,england,gbr,great britain,176.0,70.0,19410408
117,matthew syed,1970-11-02 00:00:00,bromley,england,gbr,great britain,175.0,70.0,unknown
118,noel turnbull,1890-12-20 00:00:00,highgate,england,gbr,great britain,176.0,70.0,19701217
119,archibald warden,1869-05-11 00:00:00,edinburgh,scotland,gbr,france,176.0,70.0,19431007
120,patrick wheatley,1899-01-20 00:00:00,vryheid,kwazulunatal,rsa,great britain,176.0,70.0,19671105
121,chris wilkinson,1970-01-05 00:00:00,southampton,england,gbr,great britain,180.0,72.0,unknown
122,max woosnam,1892-09-06 00:00:00,liverpool,england,gbr,great britain,176.0,70.0,19650714
123,dave wright,1965-04-10 00:00:00,killamarsh,england,gbr,great britain,175.0,77.0,unknown
124,steffi graf,1969-06-14 00:00:00,mannheim,badenwrttemberg,ger,germany west germany,175.0,59.0,unknown
125,sylvia hanika,1959-11-30 00:00:00,ottendichl,bayern,ger,west germany,173.0,64.0,unknown
126,anke huber,1974-02-04 00:00:00,bruchsal,badenwrttemberg,ger,germany,173.0,58.0,unknown
127,claudia kohdekilsch,1963-12-11 00:00:00,saarbrcken,saarland,ger,west germany,184.0,68.0,unknown
128,dora kring,1880-07-11 00:00:00,chemnitz,sachsen,ger,germany,176.0,70.0,19450213
129,olga nemes,1968-06-09 00:00:00,trgu mure,mure,rou,germany west germany,163.0,53.0,unknown
130,katja nolten,1970-02-16 00:00:00,heinsberg,nordrheinwestfalen,ger,west germany,175.0,66.0,unknown
131,barbara rittner,1973-04-25 00:00:00,krefeld,nordrheinwestfalen,ger,germany,173.0,65.0,unknown
132,elke schallwosik,1973-07-19 00:00:00,speyer,rheinlandpfalz,ger,germany,180.0,68.0,unknown
133,katrin schmidt,1967-09-28 00:00:00,langenhagen,niedersachsen,ger,germany,180.0,80.0,unknown
134,jie schpp,1968-01-25 00:00:00,baoding,hebei,chn,germany,174.0,63.0,unknown
135,karen stechmann,1971-09-15 00:00:00,stade,niedersachsen,ger,germany,169.0,59.0,unknown
136,nicole struse,1971-05-31 00:00:00,haan,nordrheinwestfalen,ger,germany,170.0,62.0,unknown
137,kerstin ubben,1968-09-04 00:00:00,hamburg,hamburg,ger,germany,165.0,59.0,unknown
138,boris becker,1967-11-22 00:00:00,leimen,badenwrttemberg,ger,germany,192.0,85.0,unknown
139,georg bhm,1962-04-17 00:00:00,slacea,bihor,rou,west germany,174.0,73.0,unknown
140,steffen fetzner,1968-08-17 00:00:00,karlsruhe,badenwrttemberg,ger,germany west germany,170.0,60.0,unknown
141,peter franz,1971-04-25 00:00:00,stolzenau,niedersachsen,ger,germany,186.0,74.0,unknown
142,stefan frey,1959-05-16 00:00:00,worms,rheinlandpfalz,ger,germany,178.0,82.0,unknown
143,otto froitzheim,1884-04-24 00:00:00,strasbourg,basrhin,fra,germany,176.0,70.0,19621027
144,marckevin goellner,1970-09-22 00:00:00,rio de janeiro,rio de janeiro,bra,germany,196.0,85.0,unknown
145,hugo hardy,1877-08-11 00:00:00,harvestehude,hamburg,ger,germany,176.0,70.0,19361008
146,michael helber,1970-10-04 00:00:00,bochum,nordrheinwestfalen,ger,germany,185.0,72.0,unknown
147,luis maria heyden,1893-11-27 00:00:00,eimsbttel,hamburg,ger,germany,176.0,70.0,19511209
148,eric jelen,1965-03-11 00:00:00,trier,rheinlandpfalz,ger,west germany,184.0,77.0,unknown
149,michael keck,1969-02-08 00:00:00,frth,bayern,ger,germany,186.0,78.0,unknown
150,oskar kreuzer,1887-06-14 00:00:00,frankfurt am main,hessen,ger,germany,176.0,70.0,19680501
151,stephan kuhl,1968-03-27 00:00:00,kln cologne,nordrheinwestfalen,ger,germany,180.0,79.0,unknown
152,paul lindpaintner,1883-05-22 00:00:00,mnchen munich,bayern,ger,germany,176.0,70.0,19690423
153,oliver pongratz,1973-04-14 00:00:00,mindelheim,bayern,ger,germany,182.0,71.0,unknown
154,david prinosil,1973-03-09 00:00:00,olomouc,olomouck kraj,cze,germany,184.0,79.0,unknown
155,friedrichwilhelm rahe,1888-04-16 00:00:00,rostock,mecklenburgvorpommern,ger,germany,176.0,70.0,19490218
156,jrgen rebel,1963-07-17 00:00:00,darmstadt,hessen,ger,west germany,174.0,78.0,unknown
157,jrg rokopf,1969-05-22 00:00:00,dieburg,hessen,ger,germany west germany,182.0,72.0,unknown
158,heinrich schomburgk,1885-06-23 00:00:00,unknown,unknown,unknown,germany,176.0,70.0,19650326
159,robert spies,1891-02-17 00:00:00,moskva moscow,moskva,rus,germany,176.0,70.0,19821022
160,carluwe steeb,1967-09-01 00:00:00,aalen,badenwrttemberg,ger,germany west germany,180.0,74.0,unknown
161,michael stich,1968-10-18 00:00:00,pinneberg,schleswigholstein,ger,germany,192.0,79.0,unknown
162,fritz traun,1876-03-29 00:00:00,wandsbek,hamburg,ger,germany,176.0,70.0,19080711
163,fritz von bissing,1886-09-09 00:00:00,metz,moselle,fra,germany,176.0,70.0,19540318
164,otto von mller,1875-10-17 00:00:00,jlich,nordrheinwestfalen,ger,germany,176.0,70.0,19760402
165,helen amankwah,1964-04-13 00:00:00,unknown,unknown,unknown,ghana,176.0,70.0,unknown
166,patricia offel,1971-12-19 00:00:00,unknown,unknown,unknown,ghana,176.0,70.0,unknown
167,patience opokua,1969-06-17 00:00:00,unknown,unknown,unknown,ghana,176.0,70.0,unknown
168,winifred addy,1973-03-17 00:00:00,unknown,unknown,unknown,ghana,176.0,70.0,unknown
169,christina papadaki,1973-02-24 00:00:00,athina athens,attiki,gre,greece,173.0,55.0,unknown
170,olga tsarmpopoulou,1968-06-19 00:00:00,unknown,unknown,unknown,greece,170.0,58.0,unknown
171,lena valaoritou,1897-03-01 00:00:00,athina athens,attiki,gre,greece,176.0,70.0,19670101
172,christina zachariadou,1974-08-28 00:00:00,athina athens,attiki,gre,greece,163.0,57.0,unknown
173,aristidis akratopoulos,unknown,unknown,unknown,unknown,greece,176.0,70.0,unknown
174,kostas akratopoulos,unknown,unknown,unknown,unknown,greece,176.0,70.0,unknown
175,tasos bavelas,1968-02-27 00:00:00,athina athens,attiki,gre,greece,180.0,76.0,unknown
176,konstantinos efremoglou,1962-12-04 00:00:00,athina athens,attiki,gre,greece,187.0,74.0,unknown
177,georgios kalovelonis,1959-08-23 00:00:00,athina athens,attiki,gre,greece,192.0,82.0,unknown
178,demetrius casdagli,1872-10-10 00:00:00,salford,england,gbr,greece,176.0,70.0,19310706
179,kallinikos kreangka,1972-03-08 00:00:00,bistria,bistriansud,rou,greece,169.0,62.0,unknown
180,pantelis papadopoulos,1902-01-01 00:00:00,unknown,unknown,unknown,greece,176.0,70.0,19870101
181,konstantinos paspatis,1878-06-05 00:00:00,unknown,unknown,unknown,greece,176.0,70.0,19030701
182,dimitrios petrokokkinos,1878-04-17 00:00:00,ilford,england,gbr,greece,176.0,70.0,19420510
183,d frangopoulos,unknown,unknown,unknown,unknown,greece,176.0,70.0,unknown
184,evangelos rallis,unknown,unknown,unknown,unknown,greece,176.0,70.0,unknown
185,daniel tsiokas,1971-06-19 00:00:00,clujnapoca,cluj,rou,greece,180.0,68.0,unknown
186,avgoustos zerlentis,1886-11-05 00:00:00,aliskanderiya alexandria,aliskanderiya,egy,greece,176.0,70.0,19540101
187,kenneth erichsen,1972-12-28 00:00:00,unknown,unknown,unknown,guatemala,179.0,72.0,unknown
188,ronald agnor,1964-11-13 00:00:00,rabat,rabatsalknitra,mar,haiti,180.0,79.0,unknown
189,emmy chan,1966-05-15 00:00:00,unknown,unknown,unknown,hong kong china,176.0,70.0,unknown
190,chan suk yuen,1969-06-25 00:00:00,unknown,unknown,unknown,hong kong china,176.0,70.0,unknown
191,chan tan lui,1969-01-12 00:00:00,unknown,unknown,unknown,hong kong china,176.0,70.0,unknown
192,chai po wa,1966-04-12 00:00:00,unknown,unknown,unknown,hong kong china,176.0,70.0,unknown
193,hui so hung,1958-12-02 00:00:00,unknown,unknown,unknown,hong kong china,160.0,57.0,unknown
194,mok ka sha,1962-10-23 00:00:00,unknown,unknown,unknown,hong kong china,163.0,55.0,unknown
195,wong chun fan,1969-09-23 00:00:00,unknown,unknown,unknown,hong kong china,176.0,70.0,unknown
196,chan kin ngai,1968-11-18 00:00:00,unknown,unknown,unknown,hong kong china,170.0,58.0,unknown
197,chan siu kwong,1966-05-30 00:00:00,unknown,unknown,unknown,hong kong china,185.0,79.0,unknown
198,chan chi ming,1964-05-28 00:00:00,unknown,unknown,unknown,hong kong china,163.0,59.0,unknown
199,chan kong wah,1961-08-31 00:00:00,unknown,unknown,unknown,hong kong china,176.0,70.0,unknown
200,tim he,1962-04-14 00:00:00,unknown,unknown,unknown,hong kong china,176.0,62.0,unknown
201,liu fuk man,1952-10-11 00:00:00,unknown,unknown,unknown,hong kong china,176.0,75.0,unknown
202,lo chuen tsung,1963-10-08 00:00:00,unknown,unknown,unknown,hong kong china,170.0,60.0,unknown
203,ng pak kum,1968-10-08 00:00:00,unknown,unknown,unknown,hong kong china,176.0,63.0,unknown
204,vong lu veng,1950-03-12 00:00:00,unknown,unknown,unknown,hong kong china,170.0,60.0,unknown
205,wong wai lap,1969-07-16 00:00:00,unknown,unknown,unknown,hong kong china,179.0,67.0,unknown
206,csilla btorfi,1969-03-03 00:00:00,szombathely,vas,hun,hungary,165.0,69.0,unknown
207,virg csurg,1972-11-10 00:00:00,sifok,somogy,hun,hungary,172.0,63.0,unknown
208,andrea dak,1972-08-12 00:00:00,budapest,budapest,hun,hungary,165.0,60.0,unknown
209,csilla frin,1969-01-02 00:00:00,debrecen,hajdbihar,hun,hungary,166.0,53.0,unknown
210,andrea harsgi,1971-03-22 00:00:00,nyregyhza,szabolcsszatmrbereg,hun,hungary,171.0,56.0,unknown
211,ilona vradi,1891-08-04 00:00:00,budapest,budapest,hun,hungary,176.0,70.0,19450219
212,andrea temesvri,1966-04-26 00:00:00,budapest,budapest,hun,hungary,180.0,64.0,unknown
213,krisztina tth,1974-05-29 00:00:00,miskolc,borsodabajzempln,hun,hungary,164.0,62.0,unknown
214,edit urbn,1961-03-27 00:00:00,budapest,budapest,hun,hungary,163.0,65.0,unknown
215,zoltn btorfi,1975-07-20 00:00:00,szombathely,vas,hun,hungary,188.0,79.0,unknown
216,lajos gncz,1887-06-16 00:00:00,kszeg,vas,hun,hungary,176.0,70.0,19741014
217,zsolt harczi,1967-02-17 00:00:00,cegld,pest,hun,hungary,180.0,72.0,unknown
218,klmn kirchmayer,1897-11-15 00:00:00,rzeszw,podkarpackie,pol,hungary,176.0,70.0,19901106
219,tibor klampr,1953-04-30 00:00:00,budapest,budapest,hun,hungary,180.0,75.0,unknown
220,zsolt kriston,1961-02-12 00:00:00,miskolc,borsodabajzempln,hun,hungary,185.0,76.0,unknown
221,gbor kves,1970-01-07 00:00:00,budapest,budapest,hun,hungary,187.0,87.0,unknown
222,dezs lauber,1879-05-23 00:00:00,pcs,baranya,hun,hungary,176.0,70.0,19660905
223,lszl markovits,1970-04-04 00:00:00,ciudad de mxico mexico city,ciudad de mxico,mex,hungary,180.0,80.0,unknown
224,kroly nmeth,1970-08-31 00:00:00,budapest,budapest,hun,hungary,167.0,67.0,unknown
225,sndor noszly,1972-03-16 00:00:00,budapest,budapest,hun,hungary,192.0,90.0,unknown
226,momcsill tapavicza,1872-10-14 00:00:00,nadalj,juna baka,srb,hungary,176.0,70.0,19490110
227,ede tth,1884-03-11 00:00:00,oradea,bihor,rou,hungary,176.0,70.0,19430301
228,le barth,1891-06-09 00:00:00,budapest,budapest,hun,hungary,176.0,70.0,unknown
229,aurl kelemen,1888-04-20 00:00:00,budapest,budapest,hun,hungary,176.0,70.0,19681110
230,bla kehrling,1891-01-25 00:00:00,spisk sobota,preov,svk,hungary,176.0,70.0,19370426
231,jen zsigmondy,1888-07-04 00:00:00,budapest,budapest,hun,hungary,176.0,70.0,19300730
232,aida steshenko,1968-08-11 00:00:00,unknown,unknown,unknown,turkmenistan,168.0,58.0,unknown
233,yayuk basuki,1970-11-30 00:00:00,yogyakarta,daerah istimewa yogyakarta,ina,indonesia,165.0,55.0,unknown
234,rossy pratiwi dipoyanti,1972-06-28 00:00:00,bandung,jawa barat,ina,indonesia,176.0,70.0,unknown
235,finarsih,1972-02-08 00:00:00,sleman,jawa tengah,ina,indonesia,176.0,70.0,unknown
236,ling ling agustin,1969-08-23 00:00:00,kediri,jawa timur,ina,indonesia,176.0,70.0,unknown
237,anton liederer,1956-05-20 00:00:00,unknown,unknown,unknown,austria,174.0,67.0,unknown
238,riseu rosalina,1972-09-19 00:00:00,unknown,unknown,unknown,indonesia,176.0,70.0,unknown
239,zelin resiana,1972-07-09 00:00:00,magelang,jawa tengah,ina,indonesia,169.0,58.0,unknown
240,yuliani santoso,1971-10-29 00:00:00,semarang,jawa tengah,ina,indonesia,176.0,70.0,unknown
241,sarwendah kusumawardhani,1967-08-22 00:00:00,malang,jawa timur,ina,indonesia,176.0,70.0,unknown
242,erma sulistianingsih,1965-11-05 00:00:00,unknown,unknown,unknown,indonesia,176.0,70.0,unknown
243,susy susanti,1971-02-11 00:00:00,tasikmalaya,jawa barat,ina,indonesia,161.0,70.0,unknown
244,lili tampi,1970-05-19 00:00:00,tasikmalaya,jawa barat,ina,indonesia,161.0,70.0,unknown
245,romana tedjakusuma,1976-07-24 00:00:00,surabaya,jawa timur,ina,indonesia,176.0,70.0,unknown
246,rosiana tendean,1964-08-25 00:00:00,makassar,sulawesi selatan,ina,indonesia,176.0,70.0,unknown
247,minarti timur,1968-03-24 00:00:00,surabaya,jawa timur,ina,indonesia,163.0,55.0,unknown
248,mia audina,1979-08-22 00:00:00,jakarta,daerah khusus ibukota jakarta,ina,indonesia netherlands,163.0,67.0,unknown
249,suzanna wibowo,1963-11-25 00:00:00,jakarta,daerah khusus ibukota jakarta,ina,indonesia,176.0,70.0,unknown
250,antonius ariantho,1971-10-03 00:00:00,pekalongan,jawa tengah,ina,indonesia,170.0,66.0,unknown
251,rudy gunawan,1966-12-31 00:00:00,solo,jawa tengah,ina,indonesia,185.0,83.0,unknown
252,eddy hartono,1964-07-19 00:00:00,kudus,jawa tengah,ina,indonesia,173.0,73.0,unknown
253,hariyanto arbi,1972-01-21 00:00:00,kudus,jawa tengah,ina,indonesia,178.0,70.0,unknown
254,tri kusharyanto,1974-01-18 00:00:00,yogyakarta,daerah istimewa yogyakarta,ina,indonesia,167.0,60.0,unknown
255,alan budikusuma,1968-03-29 00:00:00,surabaya,jawa timur,ina,indonesia,178.0,71.0,unknown
256,denny kantono,1970-01-12 00:00:00,samarinda,kalimantan timur,ina,indonesia,182.0,70.0,unknown
257,flandy limpele,1974-02-09 00:00:00,manado,sulawesi utara,ina,indonesia,181.0,73.0,unknown
258,rexy mainaky,1968-03-09 00:00:00,ternate,maluku utara,ina,indonesia,170.0,65.0,unknown
259,tonny maringgi,1959-06-10 00:00:00,kendari,sulawesi tenggara,ina,indonesia,167.0,65.0,20190915
260,ricky subagja,1971-01-27 00:00:00,bandung,jawa barat,ina,indonesia,172.0,62.0,unknown
261,suharyadi,1965-02-14 00:00:00,blora,jawa tengah,ina,indonesia,170.0,60.0,unknown
262,bambang suprianto,1969-08-20 00:00:00,solo,jawa tengah,ina,indonesia,173.0,69.0,unknown
263,joko suprianto,1966-01-21 00:00:00,solo,jawa tengah,ina,indonesia,173.0,68.0,unknown
264,hermawan susanto,1967-09-24 00:00:00,kudus,jawa tengah,ina,indonesia,170.0,62.0,unknown
265,anton suseno,1971-12-15 00:00:00,indramayu,jawa barat,ina,indonesia,178.0,70.0,unknown
266,donald wailan walalangi,1960-04-14 00:00:00,jakarta,daerah khusus ibukota jakarta,ina,indonesia,174.0,67.0,unknown
267,benny wijaya,1973-10-28 00:00:00,kebumen,jawa tengah,ina,indonesia,180.0,70.0,unknown
268,ardy wiranata,1970-02-10 00:00:00,jakarta,daerah khusus ibukota jakarta,ina,indonesia,171.0,67.0,unknown
269,bonit wiryawan,1968-02-10 00:00:00,surabaya,jawa timur,ina,indonesia,172.0,61.0,unknown
270,madhumita bisht,1964-10-05 00:00:00,unknown,unknown,unknown,india,176.0,70.0,unknown
271,nora polley,1894-07-29 00:00:00,budaun,uttar pradesh,ind,india,176.0,70.0,19880101
272,ambika radhika,1973-05-17 00:00:00,unknown,unknown,unknown,india,176.0,70.0,unknown
273,niyati royshah,1965-09-30 00:00:00,unknown,unknown,unknown,india,176.0,70.0,unknown
274,zeeshan ali,1970-01-01 00:00:00,kolkata calcutta,west bengal,ind,india,180.0,64.0,unknown
275,anand amritraj,1952-03-20 00:00:00,chennai madras,tamil nadu,ind,india,185.0,77.0,unknown
